Scenario,Model,Road,Weather,Scenario_ID,Parameter,Matched,Success,Difference,Robustness
14_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Rainy Night,21,Angular Velocity,8.5,9.25,1.5,16.25
2_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road2,Rainy Night,22,Position,0.0,0.0,0.0,0.0
2_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road2,Rainy Night,22,Rotation,0.0,0.0,0.0,0.0
2_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road2,Rainy Night,22,Velocity,0.0,0.0,0.0,0.0
2_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road2,Rainy Night,22,Angular Velocity,0.0,0.0,0.0,0.0
2_scenario_0_random-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Rainy Night,23,Position,0.0,2.5,5.0,-2.5
2_scenario_0_random-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Rainy Night,23,Rotation,0.0,2.5,5.0,-2.5
2_scenario_0_random-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Rainy Night,23,Velocity,0.0,0.25,0.5,-0.25
2_scenario_0_random-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Rainy Night,23,Angular Velocity,0.0,0.0,0.0,0.0
7_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Rainy Night,24,Position,0.0,0.0,0.0,0.0
7_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Rainy Night,24,Rotation,0.0,0.0,0.0,0.0
7_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Rainy Night,24,Velocity,0.0,0.0,0.0,0.0
7_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Rainy Night,24,Angular Velocity,0.0,0.0,0.0,0.0
1_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Sunny Day,25,Position,0.0,0.0,0.0,0.0
1_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Sunny Day,25,Rotation,0.0,0.0,0.0,0.0
1_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Sunny Day,25,Velocity,0.0,0.0,0.0,0.0
1_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Sunny Day,25,Angular Velocity,0.0,0.0,0.0,0.0
2_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Sunny Day,26,Position,0.0,0.0,0.0,0.0
2_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Sunny Day,26,Rotation,0.0,2.5,5.0,-2.5
2_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Sunny Day,26,Velocity,0.0,0.0,0.0,0.0
2_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Sunny Day,26,Angular Velocity,0.0,0.0,0.0,0.0
3_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Sunny Day,27,Position,5.0,7.5,5.0,7.5
3_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Sunny Day,27,Rotation,0.0,5.0,10.0,-5.0
3_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Sunny Day,27,Velocity,0.0,5.0,10.0,-5.0
3_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Sunny Day,27,Angular Velocity,0.0,5.0,10.0,-5.0
5_scenario_0_rl_based-strategy_reward-jerk,mistral-7b-instruct-4k,Road2,Sunny Day,28,Position,5.0,7.5,5.0,7.5
5_scenario_0_rl_based-strategy_reward-jerk,mistral-7b-instruct-4k,Road2,Sunny Day,28,Rotation,0.5,5.25,9.5,-3.75
5_scenario_0_rl_based-strategy_reward-jerk,mistral-7b-instruct-4k,Road2,Sunny Day,28,Velocity,5.0,7.5,5.0,7.5
5_scenario_0_rl_based-strategy_reward-jerk,mistral-7b-instruct-4k,Road2,Sunny Day,28,Angular Velocity,0.0,5.0,10.0,-5.0
12_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Clear Night,29,Position,10.0,10.0,0.0,20.0
12_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Clear Night,29,Rotation,10.0,10.0,0.0,20.0
12_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Clear Night,29,Velocity,6.5,8.25,3.5,11.25
12_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Clear Night,29,Angular Velocity,10.0,10.0,0.0,20.0
14_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road2,Clear Night,30,Position,5.0,7.5,5.0,7.5
14_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road2,Clear Night,30,Rotation,0.0,5.0,10.0,-5.0
14_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road2,Clear Night,30,Velocity,10.0,10.0,0.0,20.0
14_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road2,Clear Night,30,Angular Velocity,10.0,10.0,0.0,20.0
18_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Clear Night,31,Position,0.0,5.0,10.0,-5.0
18_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Clear Night,31,Rotation,0.0,5.0,10.0,-5.0
18_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Clear Night,31,Velocity,5.0,7.5,5.0,7.5
18_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road2,Clear Night,31,Angular Velocity,10.0,10.0,0.0,20.0
4_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road2,Clear Night,32,Position,5.0,7.5,5.0,7.5
4_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road2,Clear Night,32,Rotation,2.5,6.25,7.5,1.25
4_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road2,Clear Night,32,Velocity,5.0,7.5,5.0,7.5
4_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road2,Clear Night,32,Angular Velocity,10.0,10.0,0.0,20.0
12_scenario_0_rl_based-strategy_reward-ttc,mistral-7b-instruct-4k,Road3,Rainy Day,33,Position,0.0,2.5,5.0,-2.5
12_scenario_0_rl_based-strategy_reward-ttc,mistral-7b-instruct-4k,Road3,Rainy Day,33,Rotation,0.0,3.25,6.5,-3.25
12_scenario_0_rl_based-strategy_reward-ttc,mistral-7b-instruct-4k,Road3,Rainy Day,33,Velocity,0.0,2.5,5.0,-2.5
12_scenario_0_rl_based-strategy_reward-ttc,mistral-7b-instruct-4k,Road3,Rainy Day,33,Angular Velocity,0.0,0.0,0.0,0.0
13_scenario_0_rl_based-strategy_reward-ttc,mistral-7b-instruct-4k,Road3,Rainy Day,34,Position,0.0,2.5,5.0,-2.5
13_scenario_0_rl_based-strategy_reward-ttc,mistral-7b-instruct-4k,Road3,Rainy Day,34,Rotation,0.0,5.0,10.0,-5.0
13_scenario_0_rl_based-strategy_reward-ttc,mistral-7b-instruct-4k,Road3,Rainy Day,34,Velocity,0.0,0.0,0.0,0.0
13_scenario_0_rl_based-strategy_reward-ttc,mistral-7b-instruct-4k,Road3,Rainy Day,34,Angular Velocity,0.0,5.0,10.0,-5.0
4_scenario_0_random-strategy_reward-jerk,mistral-7b-instruct-4k,Road3,Rainy Day,35,Position,10.0,10.0,0.0,20.0
4_scenario_0_random-strategy_reward-jerk,mistral-7b-instruct-4k,Road3,Rainy Day,35,Rotation,10.0,10.0,0.0,20.0
4_scenario_0_random-strategy_reward-jerk,mistral-7b-instruct-4k,Road3,Rainy Day,35,Velocity,5.0,7.5,5.0,7.5
4_scenario_0_random-strategy_reward-jerk,mistral-7b-instruct-4k,Road3,Rainy Day,35,Angular Velocity,5.0,7.5,5.0,7.5
5_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road3,Rainy Day,36,Position,0.0,0.0,0.0,0.0
5_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road3,Rainy Day,36,Rotation,0.0,2.5,5.0,-2.5
5_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road3,Rainy Day,36,Velocity,0.0,0.0,0.0,0.0
5_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road3,Rainy Day,36,Angular Velocity,0.0,0.0,0.0,0.0
12_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Rainy Night,37,Position,5.0,7.5,5.0,7.5
12_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Rainy Night,37,Rotation,10.0,10.0,0.0,20.0
12_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Rainy Night,37,Velocity,0.0,5.0,10.0,-5.0
12_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Rainy Night,37,Angular Velocity,10.0,10.0,0.0,20.0
13_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Rainy Night,38,Position,5.0,7.5,5.0,7.5
13_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Rainy Night,38,Rotation,10.0,10.0,0.0,20.0
13_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Rainy Night,38,Velocity,10.0,10.0,0.0,20.0
13_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Rainy Night,38,Angular Velocity,10.0,10.0,0.0,20.0
5_scenario_0_random-strategy_reward-ttc,mistral-7b-instruct-4k,Road3,Rainy Night,39,Position,10.0,10.0,0.0,20.0
5_scenario_0_random-strategy_reward-ttc,mistral-7b-instruct-4k,Road3,Rainy Night,39,Rotation,10.0,10.0,0.0,20.0
5_scenario_0_random-strategy_reward-ttc,mistral-7b-instruct-4k,Road3,Rainy Night,39,Velocity,10.0,10.0,0.0,20.0
5_scenario_0_random-strategy_reward-ttc,mistral-7b-instruct-4k,Road3,Rainy Night,39,Angular Velocity,5.0,7.5,5.0,7.5
7_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Rainy Night,40,Position,0.0,2.5,5.0,-2.5
7_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Rainy Night,40,Rotation,0.0,2.5,5.0,-2.5
7_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Rainy Night,40,Velocity,0.0,3.5,7.0,-3.5
7_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Rainy Night,40,Angular Velocity,0.0,0.0,0.0,0.0
1_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Sunny Day,41,Position,10.0,10.0,0.0,20.0
1_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Sunny Day,41,Rotation,10.0,10.0,0.0,20.0
1_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Sunny Day,41,Velocity,10.0,10.0,0.0,20.0
1_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Sunny Day,41,Angular Velocity,10.0,10.0,0.0,20.0
3_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Sunny Day,42,Position,10.0,10.0,0.0,20.0
3_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Sunny Day,42,Rotation,10.0,10.0,0.0,20.0
3_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Sunny Day,42,Velocity,10.0,10.0,0.0,20.0
3_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Sunny Day,42,Angular Velocity,10.0,10.0,0.0,20.0
8_scenario_0_greedy-strategy_reward-ttc,mistral-7b-instruct-4k,Road3,Sunny Day,43,Position,0.0,2.5,5.0,-2.5
8_scenario_0_greedy-strategy_reward-ttc,mistral-7b-instruct-4k,Road3,Sunny Day,43,Rotation,2.5,5.0,5.0,2.5
8_scenario_0_greedy-strategy_reward-ttc,mistral-7b-instruct-4k,Road3,Sunny Day,43,Velocity,2.5,5.0,5.0,2.5
8_scenario_0_greedy-strategy_reward-ttc,mistral-7b-instruct-4k,Road3,Sunny Day,43,Angular Velocity,4.5,5.25,1.5,8.25
8_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Sunny Day,44,Position,0.0,5.0,10.0,-5.0
8_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Sunny Day,44,Rotation,0.0,2.5,5.0,-2.5
8_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Sunny Day,44,Velocity,0.0,5.0,10.0,-5.0
8_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Sunny Day,44,Angular Velocity,0.0,0.0,0.0,0.0
11_scenario_0_rl_based-strategy_reward-ttc,mistral-7b-instruct-4k,Road3,Clear Night,45,Position,0.5,3.0,5.0,-1.5
11_scenario_0_rl_based-strategy_reward-ttc,mistral-7b-instruct-4k,Road3,Clear Night,45,Rotation,0.0,0.5,1.0,-0.5
11_scenario_0_rl_based-strategy_reward-ttc,mistral-7b-instruct-4k,Road3,Clear Night,45,Velocity,0.5,3.0,5.0,-1.5
11_scenario_0_rl_based-strategy_reward-ttc,mistral-7b-instruct-4k,Road3,Clear Night,45,Angular Velocity,1.0,5.5,9.0,-2.5
14_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Clear Night,46,Position,0.0,0.0,0.0,0.0
14_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Clear Night,46,Rotation,0.0,0.0,0.0,0.0
14_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Clear Night,46,Velocity,0.0,2.5,5.0,-2.5
14_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Clear Night,46,Angular Velocity,0.0,0.0,0.0,0.0
3_scenario_0_random-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Clear Night,47,Position,0.0,0.0,0.0,0.0
3_scenario_0_random-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Clear Night,47,Rotation,0.0,0.0,0.0,0.0
3_scenario_0_random-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Clear Night,47,Velocity,0.0,0.0,0.0,0.0
3_scenario_0_random-strategy_reward-dto,mistral-7b-instruct-4k,Road3,Clear Night,47,Angular Velocity,0.0,0.0,0.0,0.0
4_scenario_0_random-strategy_reward-jerk,mistral-7b-instruct-4k,Road3,Clear Night,48,Position,5.0,7.5,5.0,7.5
4_scenario_0_random-strategy_reward-jerk,mistral-7b-instruct-4k,Road3,Clear Night,48,Rotation,0.0,5.0,10.0,-5.0
4_scenario_0_random-strategy_reward-jerk,mistral-7b-instruct-4k,Road3,Clear Night,48,Velocity,3.5,6.75,6.5,3.75
4_scenario_0_random-strategy_reward-jerk,mistral-7b-instruct-4k,Road3,Clear Night,48,Angular Velocity,10.0,10.0,0.0,20.0
3_scenario_0_random-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Rainy Day,49,Position,0.0,3.75,7.5,-3.75
3_scenario_0_random-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Rainy Day,49,Rotation,0.0,1.0,2.0,-1.0
3_scenario_0_random-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Rainy Day,49,Velocity,0.0,0.0,0.0,0.0
3_scenario_0_random-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Rainy Day,49,Angular Velocity,0.0,0.0,0.0,0.0
5_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Rainy Day,50,Position,10.0,10.0,0.0,20.0
5_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Rainy Day,50,Rotation,10.0,10.0,0.0,20.0
5_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Rainy Day,50,Velocity,10.0,10.0,0.0,20.0
5_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Rainy Day,50,Angular Velocity,10.0,10.0,0.0,20.0
8_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Rainy Day,51,Position,10.0,10.0,0.0,20.0
8_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Rainy Day,51,Rotation,9.0,9.5,1.0,17.5
8_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Rainy Day,51,Velocity,6.0,8.0,4.0,10.0
8_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Rainy Day,51,Angular Velocity,5.0,7.5,5.0,7.5
9_scenario_0_random-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Rainy Day,52,Position,0.0,3.5,7.0,-3.5
9_scenario_0_random-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Rainy Day,52,Rotation,0.0,3.5,7.0,-3.5
9_scenario_0_random-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Rainy Day,52,Velocity,3.5,6.0,5.0,4.5
9_scenario_0_random-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Rainy Day,52,Angular Velocity,1.5,4.25,5.5,0.25
11_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Rainy Night,53,Position,0.0,5.0,10.0,-5.0
11_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Rainy Night,53,Rotation,0.0,5.0,10.0,-5.0
11_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Rainy Night,53,Velocity,0.0,5.0,10.0,-5.0
11_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Rainy Night,53,Angular Velocity,5.0,7.5,5.0,7.5
2_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Rainy Night,54,Position,0.0,0.0,0.0,0.0
2_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Rainy Night,54,Rotation,0.0,0.0,0.0,0.0
2_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Rainy Night,54,Velocity,0.0,0.0,0.0,0.0
2_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Rainy Night,54,Angular Velocity,0.0,0.0,0.0,0.0
3_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Rainy Night,55,Position,0.0,0.0,0.0,0.0
3_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Rainy Night,55,Rotation,0.0,0.0,0.0,0.0
3_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Rainy Night,55,Velocity,0.0,0.0,0.0,0.0
3_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Rainy Night,55,Angular Velocity,0.0,0.0,0.0,0.0
9_scenario_0_random-strategy_reward-ttc,mistral-7b-instruct-4k,Road4,Rainy Night,56,Position,0.0,0.0,0.0,0.0
9_scenario_0_random-strategy_reward-ttc,mistral-7b-instruct-4k,Road4,Rainy Night,56,Rotation,0.0,0.0,0.0,0.0
9_scenario_0_random-strategy_reward-ttc,mistral-7b-instruct-4k,Road4,Rainy Night,56,Velocity,0.0,0.0,0.0,0.0
9_scenario_0_random-strategy_reward-ttc,mistral-7b-instruct-4k,Road4,Rainy Night,56,Angular Velocity,0.0,0.0,0.0,0.0
11_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Sunny Day,57,Position,9.0,9.5,1.0,17.5
11_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Sunny Day,57,Rotation,10.0,10.0,0.0,20.0
11_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Sunny Day,57,Velocity,5.0,7.5,5.0,7.5
11_scenario_0_rl_based-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Sunny Day,57,Angular Velocity,10.0,10.0,0.0,20.0
17_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Sunny Day,58,Position,0.0,0.0,0.0,0.0
17_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Sunny Day,58,Rotation,0.0,5.0,10.0,-5.0
17_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Sunny Day,58,Velocity,0.0,0.0,0.0,0.0
17_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Sunny Day,58,Angular Velocity,0.0,0.0,0.0,0.0
7_scenario_0_random-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Sunny Day,59,Position,1.0,3.5,5.0,-0.5
7_scenario_0_random-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Sunny Day,59,Rotation,1.0,3.5,5.0,-0.5
7_scenario_0_random-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Sunny Day,59,Velocity,0.0,1.0,2.0,-1.0
7_scenario_0_random-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Sunny Day,59,Angular Velocity,1.5,3.5,4.0,1.0
8_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road4,Sunny Day,60,Position,5.0,7.5,5.0,7.5
8_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road4,Sunny Day,60,Rotation,10.0,10.0,0.0,20.0
8_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road4,Sunny Day,60,Velocity,10.0,10.0,0.0,20.0
8_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road4,Sunny Day,60,Angular Velocity,10.0,10.0,0.0,20.0
12_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road4,Clear Night,61,Position,5.0,7.5,5.0,7.5
12_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road4,Clear Night,61,Rotation,10.0,10.0,0.0,20.0
12_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road4,Clear Night,61,Velocity,6.0,8.0,4.0,10.0
12_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road4,Clear Night,61,Angular Velocity,1.0,5.5,9.0,-2.5
15_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Clear Night,62,Position,0.0,0.0,0.0,0.0
15_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Clear Night,62,Rotation,0.0,0.0,0.0,0.0
15_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Clear Night,62,Velocity,0.0,1.5,3.0,-1.5
15_scenario_0_greedy-strategy_reward-dto,mistral-7b-instruct-4k,Road4,Clear Night,62,Angular Velocity,0.0,0.0,0.0,0.0
4_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road4,Clear Night,63,Position,10.0,10.0,0.0,20.0
4_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road4,Clear Night,63,Rotation,10.0,10.0,0.0,20.0
4_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road4,Clear Night,63,Velocity,10.0,10.0,0.0,20.0
4_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road4,Clear Night,63,Angular Velocity,10.0,10.0,0.0,20.0
7_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road4,Clear Night,64,Position,10.0,10.0,0.0,20.0
7_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road4,Clear Night,64,Rotation,10.0,10.0,0.0,20.0
7_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road4,Clear Night,64,Velocity,10.0,10.0,0.0,20.0
7_scenario_0_greedy-strategy_reward-jerk,mistral-7b-instruct-4k,Road4,Clear Night,64,Angular Velocity,10.0,10.0,0.0,20.0
